rights_statement,record_count,rights_category
"Photo: (c) Toni, some rights reserved (CC BY-NC-ND);",87,cc_by_nc_nd
"Photo: (c) Oscar Thomas, some rights reserved (CC BY-NC-ND);",79,cc_by_nc_nd
"Photo: (c) Yani Dubin, some rights reserved (CC BY-NC-ND);",73,cc_by_nc_nd
"Photo: (c) Hamish Crimp, some rights reserved (CC BY-NC-ND);",70,cc_by_nc_nd
"Attribution-NonCommercial-NoDerivatives 4.0 International (With the exceptions noted in http://researcharchive.lincoln.ac.nz/page/rights, this metadata is available under a Creative Commons Zero license.)",68,cc_by_nc_nd
"Photo: (c) megatherium, some rights reserved (CC BY-NC-ND);",63,cc_by_nc_nd
"Photo: (c) yanidubin, some rights reserved (CC BY-NC-ND);",62,cc_by_nc_nd
Creative Commons Attribution Non-Commercial No Derivatives License,61,cc_by_nc_nd
"Photo: (c) Joseph Pallante, some rights reserved (CC BY-NC-ND);",60,cc_by_nc_nd
"Photo: (c) Petra White, some rights reserved (CC BY-NC-ND);",49,cc_by_nc_nd
"Photo: (c) angsimp, some rights reserved (CC BY-NC-ND);",48,cc_by_nc_nd
Attribution-NonCommercial-NoDerivs 3.0 New Zealand,46,cc_by_nc_nd
"Photo: (c) Kristi, some rights reserved (CC BY-NC-ND);",46,cc_by_nc_nd
"Photo: (c) birdwood, some rights reserved (CC BY-NC-ND);",45,cc_by_nc_nd
"Photo: (c) Keith Martin-Smith, some rights reserved (CC BY-NC-ND);",43,cc_by_nc_nd
"Photo: (c) stevepawson, some rights reserved (CC BY-NC-ND);",43,cc_by_nc_nd
"Photo: (c) Dan and Sharon, some rights reserved (CC BY-NC-ND);",41,cc_by_nc_nd
Attribution-NonCommercial-NoDerivs 3.0 Unported,39,cc_by_nc_nd
"Photo: (c) Saryu Mae, some rights reserved (CC BY-NC-ND);",37,cc_by_nc_nd
"Photo: (c) manuhume, some rights reserved (CC BY-NC-ND);",31,cc_by_nc_nd
"Photo: (c) Paul G. Schrijvershof, some rights reserved (CC BY-NC-ND);",30,cc_by_nc_nd
"Photo: (c) nfl33, some rights reserved (CC BY-NC-ND);",26,cc_by_nc_nd
"Photo: (c) Briar Taylor Smith, some rights reserved (CC BY-NC-ND);",25,cc_by_nc_nd
This item is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 3.0 New Zealand Licence,25,cc_by_nc_nd
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International,24,cc_by_nc_nd
"Photo: (c) Kev Carter, some rights reserved (CC BY-NC-ND);",24,cc_by_nc_nd
"Photo: (c) gailtv, some rights reserved (CC BY-NC-ND);",24,cc_by_nc_nd
This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License.,23,cc_by_nc_nd
"Photo: (c) Robyn, some rights reserved (CC BY-NC-ND);",22,cc_by_nc_nd
Rights status not evaluated This work is licensed for use under a Creative Commons Attribution Non-Commercial No Derivatives License (CC BY-NC-ND).,17,cc_by_nc_nd
"This work is licensed under a Creative Commons Attribution NonCommercial No Derivatives 3.0 (CC BY-NC-ND 3.0) License, see http://creativecommons.org/licenses/by-nc-nd/3.0/",17,cc_by_nc_nd
"Photo: (c) Edin Whitehead, some rights reserved (CC BY-NC-ND);",16,cc_by_nc_nd
"Photo: (c) Oscar, some rights reserved (CC BY-NC-ND);",15,cc_by_nc_nd
Creative Commons Attribution-NonCommercial-NoDerivs (CC BY-NC-ND) 4.0,14,cc_by_nc_nd
Creative Commons AttributionNonCommercialNoDerivatives 4.0 International.,12,cc_by_nc_nd
"Photo: (c) Gregory, some rights reserved (CC BY-NC-ND);",12,cc_by_nc_nd
"Photo: (c) all_blue, some rights reserved (CC BY-NC-ND);",11,cc_by_nc_nd
"Photo: (c) Benny CK Chia, some rights reserved (CC BY-NC-ND);",10,cc_by_nc_nd
"This work is licensed under a  Creative Commons Attribution-NonCommercial-NoDerivatives 4.0
International License",9,cc_by_nc_nd
"Photo: (c) Avery Z Chipka, some rights reserved (CC BY-NC-ND);",8,cc_by_nc_nd
"Photo: (c) Frits Schouten, some rights reserved (CC BY-NC-ND);",8,cc_by_nc_nd
"Photo: (c) Ivan Magalhaes, some rights reserved (CC BY-NC-ND);",8,cc_by_nc_nd
"Photo: (c) Shelley McMurtrie, some rights reserved (CC BY-NC-ND);",8,cc_by_nc_nd
CC BY-NC-ND,7,cc_by_nc_nd
Creative Commons Attribution-Noncommercial-NoDerivative Works 3.0 New Zealand,7,cc_by_nc_nd
"Photo: (c) edinatw, some rights reserved (CC BY-NC-ND);",7,cc_by_nc_nd
This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License.,7,cc_by_nc_nd
"Photo: (c) Adrianne Jerrett, some rights reserved (CC BY-NC-ND);",6,cc_by_nc_nd
"Photo: (c) Marara, some rights reserved (CC BY-NC-ND);",6,cc_by_nc_nd
"Photo: (c) Michaela Lambert, some rights reserved (CC BY-NC-ND);",6,cc_by_nc_nd
"Photo: (c) Susanne Spindler, some rights reserved (CC BY-NC-ND);",6,cc_by_nc_nd
"Photo: (c) ttkelly10, some rights reserved (CC BY-NC-ND);",6,cc_by_nc_nd
"Photo: (c) upupamartin, some rights reserved (CC BY-NC-ND);",6,cc_by_nc_nd
CC-BY-NC-ND-3.0-NZ,5,cc_by_nc_nd
"Photo: (c) Brieuc Fertard, some rights reserved (CC BY-NC-ND);",5,cc_by_nc_nd
"Photo: (c) Josie A. Galbraith, some rights reserved (CC BY-NC-ND);",5,cc_by_nc_nd
"Photo: (c) Sequoia ForestKeeper, some rights reserved (CC BY-NC-ND);",5,cc_by_nc_nd
"Photo: (c) neil_mitchell, some rights reserved (CC BY-NC-ND);",5,cc_by_nc_nd
"Photo: (c) nfl41, some rights reserved (CC BY-NC-ND);",5,cc_by_nc_nd
© 2020. This manuscript version is made available under the CC-BY-NC-ND 4.0 license http://creativecommons.org/licenses/by-nc-nd/4.0/,5,cc_by_nc_nd
© 2021. This manuscript version is made available under the CC-BY-NC-ND 4.0 license http://creativecommons.org/licenses/by-nc-nd/4.0/,5,cc_by_nc_nd
(CC BY-NC-ND 4.0),4,cc_by_nc_nd
Attribution-NonCommercial-NoDerivatives 4.0 International (CC BY-NC-ND 4.0),4,cc_by_nc_nd
Attribution-NonCommercial-NoDerivs,4,cc_by_nc_nd
Copyright: Cynthia Qiu. Creative Commons AttributionNonCommercialNoDerivatives 4.0 International.,4,cc_by_nc_nd
Copyrighted Copyrighted Creative Commons Attribution - NonCommercial-NoDerivatives (CC BY-NC-ND 4.0),4,cc_by_nc_nd
Digital Smarts by Noeline Wright and Dianne Forbes (Eds) 2015 is licenced under a Creative Commons Attribution-Non Commercial-No Derivatives 4.0 International Licence.,4,cc_by_nc_nd
"Photo: (c) Danilo Hegg, some rights reserved (CC BY-NC-ND);",4,cc_by_nc_nd
"Photo: (c) Heather Arnold, some rights reserved (CC BY-NC-ND);",4,cc_by_nc_nd
"Photo: (c) Kristie Paki Paki, some rights reserved (CC BY-NC-ND);",4,cc_by_nc_nd
"Photo: (c) autumndrose, some rights reserved (CC BY-NC-ND);",4,cc_by_nc_nd
"Photo: (c) shelley_mcmurtrie, some rights reserved (CC BY-NC-ND);",4,cc_by_nc_nd
This is an open access article licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License,4,cc_by_nc_nd
This work is licensed under a Creative Commons Attribution-Non Commercial-No Derivatives (CC BY-NC-ND) licence. Unrestricted online access,4,cc_by_nc_nd
"© 2012, The Authors. Creative Commons Attribution-NonCommercial-NoDerivs 3.0 New Zealand License.",4,cc_by_nc_nd
"© 2019 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group
This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivatives License
(http://creativecommons.org/licenses/by-nc-nd/4.0/), which permits non-commercial re-use, distribution, and reproduction in any
medium, provided the original work is properly cited, and is not altered, transformed, or built upon in any way.",4,cc_by_nc_nd
Licensed under Creative Commons Attribution-NonCommercial-NoDerivs 3.0 New Zealand (CC BY-NC-ND 3.0 NZ) |u https://creativecommons.org/licenses/by-nc-nd/3.0/nz/,3,cc_by_nc_nd
"Photo: (c) Caitlin Daley, some rights reserved (CC BY-NC-ND);",3,cc_by_nc_nd
"Photo: (c) Jessica Rosenkrantz, some rights reserved (CC BY-NC-ND);",3,cc_by_nc_nd
"Photo: (c) Natalie Andrade, some rights reserved (CC BY-NC-ND);",3,cc_by_nc_nd
"Photo: (c) Ruth Spigelman, some rights reserved (CC BY-NC-ND);",3,cc_by_nc_nd
"Photo: (c) judy_rob_peters, some rights reserved (CC BY-NC-ND);",3,cc_by_nc_nd
This is an open access article licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License.,3,cc_by_nc_nd
This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,3,cc_by_nc_nd
"© 2019 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group
This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivatives License (http://creativecommons.org/licenses/by-nc-nd/4.0/), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited, and is not altered, transformed, or built upon in any way.",3,cc_by_nc_nd
"© NZSAP.
This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License. (With the exceptions noted in http://researcharchive.lincoln.ac.nz/page/rights, this metadata is available under a Creative Commons Zero license.)",3,cc_by_nc_nd
"Articles published in the Australasian Journal of Educational Technology (AJET) are available under Creative Commons Attribution Non-Commercial No Derivatives Licence (CC BY-NC-ND 4.0). Authors retain copyright in their work and grant AJET right of first publication under CC BY-NC-ND 4.0. Users have the right to read, download, copy, distribute, print, search, or link to the full texts of articles in this journal, and to use them for any other lawful purpose.",2,cc_by_nc_nd
"Copyright © The Author. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivs 3.0 New Zealand License. (With the exceptions noted in http://researcharchive.lincoln.ac.nz/page/rights, this metadata is available under a Creative Commons Zero license.)",2,cc_by_nc_nd
"Copyright © The Authors. These documents are made available under a Creative Commons licence, Attribution-Noncommercial-No Derivatives (BY-NC-ND). (With the exceptions noted in http://researcharchive.lincoln.ac.nz/page/rights, this metadata is available under a Creative Commons Zero license.)",2,cc_by_nc_nd
ECV2020: Early Childhood Voices 2020 Conference Proceedings is licensed under a Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License http://creativecommons.org/licenses/by-nc-nd/3.0/,2,cc_by_nc_nd
"Image from Nelson Photo News, 10 December 1966 ; Attribution-NonCommercial-NoDerivs 3.0 New Zealand (CC BY-NC-ND 3.0 NZ)",2,cc_by_nc_nd
"Photo: (c) Adrian Tritschler, some rights reserved (CC BY-NC-ND);",2,cc_by_nc_nd
"Photo: (c) Diane Vallienne, some rights reserved (CC BY-NC-ND);",2,cc_by_nc_nd
"Photo: (c) Neil Mitchell, some rights reserved (CC BY-NC-ND);",2,cc_by_nc_nd
"Photo: (c) Phil Norton, some rights reserved (CC BY-NC-ND);",2,cc_by_nc_nd
"Photo: (c) Richard Kouwenhoen, some rights reserved (CC BY-NC-ND);",2,cc_by_nc_nd
"Photo: (c) diggersvalley, some rights reserved (CC BY-NC-ND);",2,cc_by_nc_nd
"Photo: (c) mohawkalex, some rights reserved (CC BY-NC-ND);",2,cc_by_nc_nd
"Photo: (c) nfl99, some rights reserved (CC BY-NC-ND);",2,cc_by_nc_nd
Rights status not evaluated. This work is licensed for use under a Creative Commons Attribution Non-Commercial No Derivatives License (CC BY-NC-ND).,2,cc_by_nc_nd
The Author(s) CC BY-NC-ND,2,cc_by_nc_nd
"This is an open access article under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs License, which permits use and distribution in any medium, provided the original work is properly cited, the use is non-commercial and no modifications or adaptations are made.",2,cc_by_nc_nd
"This work is licensed under a  Creative Commons Attribution-NonCommercial-NoDerivatives 4.0
International License.",2,cc_by_nc_nd
This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivs 3.0 New Zealand License,2,cc_by_nc_nd
"This work is licensed under a Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 New Zealand License; This licence allows you to download this work and share it with others as long as you mention us and link back to us, but you cannot change it in any way or use it commercially.",2,cc_by_nc_nd
"This work is licensed under the Creative Commons Attribution-NonCommercial-NoDerivs 3.0
Unported License. To view a copy of this license, visit http://creativecommons.org/licenses/by-ncnd/3.0/
or send a letter to Creative Commons, PO Box 1866, Mountain View, CA 94042, USA.",2,cc_by_nc_nd
"© 2012, The Author. Creative Commons Attribution-NonCommercial-NoDerivs 3.0 New Zealand License.",2,cc_by_nc_nd
© 2017 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/BY-NC-ND/4.0/).,2,cc_by_nc_nd
© 2019. This manuscript version is made available under the CC-BY-NC-ND 4.0 license http://creativecommons.org/licenses/by-nc-nd/4.0/,2,cc_by_nc_nd
"© NZSAP.
This work is licensed under a  Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License. (With the exceptions noted in http://researcharchive.lincoln.ac.nz/page/rights, this metadata is available under a Creative Commons Zero license.)",2,cc_by_nc_nd
"© The Authors & NZSAP. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License. (With the exceptions noted in http://researcharchive.lincoln.ac.nz/page/rights, this metadata is available under a Creative Commons Zero license.)",2,cc_by_nc_nd
"ª 2019 The Authors. Annals of Clinical and Translational Neurology published by Wiley Periodicals, Inc on behalf of American Neurological Association. This is an open access article under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs License, which permits use and distribution in any medium, provided the original work is properly cited, the use is non-commercial and no modiﬁcations or adaptations are made.",2,cc_by_nc_nd
"""Creative Commons License (Attribution + Noncommercial + NoDerivatives)""",1,cc_by_nc_nd
"(c) The Author
CC BY-NC-ND 3.0",1,cc_by_nc_nd
"(c) The Author
CC BY-NC-ND 4.0",1,cc_by_nc_nd
"(c) The Author(s)
This is an open access article under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs License, which permits use and distribution in any medium, provided the original work is 
properly cited, the use is non-commercial and no modifications or adaptations are made.",1,cc_by_nc_nd
(c) The Author(s) CC BY-NC-ND 4.0,1,cc_by_nc_nd
(http://creativecommons.org/licenses/by-nc-nd/4.0/) ‘ON Objects: Interview with a Chainsaw: An Object Oriented Exploitation Manual.’ by James Charlton () is licensed under a Creative Commons Attribution-NonCommercialNoDerivatives 4.0 International License (http://creativecommons.org/licenses/by-ncnd/4.0/).,1,cc_by_nc_nd
2016/2017- Licensed under Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International CC BY-NC-ND 4.0 cc https://creativecommons.org/licenses/by-nc-nd/4.0/,1,cc_by_nc_nd
2213-2317/ © 2019 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/BY-NC-ND/4.0/).,1,cc_by_nc_nd
<2016/2017-> Licensed under Creative Commons Attribution-NonCommercial-NoDerivs 3.0 New Zealand CC BY-NC-ND 3.0 NZ cc https://creativecommons.org/licenses/by-nc-nd/3.0/nz/,1,cc_by_nc_nd
"All parts of this journal, images and text, are licensed under a Creative Commons Attribution-NonCommercial-NoDerivs License. They may be shared freely for any non-commercial purpose, as long as they are not altered in any way and the authors are credited. To view a copy of the license, visit http://creativecommons.org/licenses/by-nc-nd/3.0/",1,cc_by_nc_nd
"An online version of this work is published at http://dx.doi.org/10.1017/9781108241946
under a Creative Commons Open Access license CC-BY-NC-ND 4.0 which permits re-use,
distribution and reproduction in any medium for non-commercial purposes providing
appropriate credit to the original work is given. You may not distribute derivative works
without permission. To view a copy of this license, visit
https://creativecommons.org/licenses/by-nc-nd/4.0",1,cc_by_nc_nd
"Archifacts is made available online by ARANZ under the Creative Commons Licence 3.0 licence with  the following conditions:

'Attribution-Noncommercial-No Derivative Works (BY-NC-ND) This licence is the most restrictive of our six main licences, allowing redistribution. This licence is often called the ""free advertising"" licence because it allows others to download your works and share them with others as long as they mention you and link back to you, but they cannot change them in any way or use them commercially. '",1,cc_by_nc_nd
"Archifacts is made available online by ARANZ under the Creative Commons Licence 3.0 licence with  the following conditions:
'Attribution-Noncommercial-No Derivative Works (BY-NC-ND) This licence is the most restrictive of our six main licences, allowing redistribution. This licence is often called the ""free advertising"" licence because it allows others to download your works and share them with others as long as they mention you and link back to you, but they cannot change them in any way or use them commercially. '",1,cc_by_nc_nd
Articles published in Brasiliana are licensed under a Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License.,1,cc_by_nc_nd
Attribution-NonCommercial-NoDerivs 3.0 New Zealand (CC BY-NC-ND 3.0 ),1,cc_by_nc_nd
Attribution-NonCommercial-NoDerivs 3.0 New Zealand (CC BY-NC-ND 3.0 NZ). You are free to Share — copy and redistribute the material in any medium or format.,1,cc_by_nc_nd
Attribution-NonCommercial-NoDerivs 3.0 New Zealand licence (CC BY-NC-ND),1,cc_by_nc_nd
Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0),1,cc_by_nc_nd
"Audio file copyright Ryan Merril, 2010, Creative Commons Attribution-NonCommercial-NoDerivs 2.5 License",1,cc_by_nc_nd
Authors retain copyright and grant the journal right of first publication with the work simultaneously licensed under a Creative Commons Attribution Non-Commercial No Derivatives License that allows others to share the work with an acknowledgement of the work's authorship and initial publication in this journal. The license prevents others from using the work for profit without the express consent of the author(s). The license also prevents the creation of derivative works wihtout the express consent of the author(s). Note that derivative works are very similar in nature to the original. Merely quoting (and appropriately referencing) a passage of a work is not making a derivative of it.,1,cc_by_nc_nd
Authors' post-print is covered by Creative Commons Attribution Non-Commercial No Derivatives License,1,cc_by_nc_nd
CC BY-NC-ND 3.0,1,cc_by_nc_nd
CC BY-NC-ND 3.0 DE,1,cc_by_nc_nd
CC BY-NC-ND 3.0 NZ,1,cc_by_nc_nd
CC: This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License.,1,cc_by_nc_nd
Copyright  © 2016(Shiv  Ganesh).  Licensed  under  the  Creative  Commons  Attribution  Non-commercial No Derivatives (by-nc-nd).,1,cc_by_nc_nd
Copyright (c) 2015 Cat Pausé. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License.,1,cc_by_nc_nd
Copyright (c) 2017 Applied Finance Letters. Creative Commons License. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License.,1,cc_by_nc_nd
"Copyright © 2015 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY-NC-ND license (With the exceptions noted in http://researcharchive.lincoln.ac.nz/page/rights, this metadata is available under a Creative Commons Zero license.)",1,cc_by_nc_nd
"Copyright © 2016 (Donald Matheson & Annalee Jones). Licensed under the Creative Commons Attribution
Non-commercial No Derivatives (by-nc-nd). Available at http://ijoc.org.",1,cc_by_nc_nd
"Copyright © 2016 (Michael L. Kent & Petra Theunissen). Licensed under the Creative Commons Attribution
Non-commercial No Derivatives (by-nc-nd).",1,cc_by_nc_nd
Copyright © 2018 (Barry King). Licensed under the Creative Commons Attribution Non-commercial No Derivatives (by-nc-nd).,1,cc_by_nc_nd
"Copyright © 2018 (Jing Xin and Donald Matheson). Licensed under the Creative Commons Attribution Noncommercial
No Derivatives (by-nc-nd). Available at http://ijoc.org.",1,cc_by_nc_nd
"Copyright © 2018, Tongji University and Tongji University Press. Publishing services by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).",1,cc_by_nc_nd
"Copyright © 2019 Juan Marcellus Tauri

This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License.",1,cc_by_nc_nd
Copyright © Krishnamurthi et al. Open Access article distributed under the terms of CC BY-NC-ND,1,cc_by_nc_nd
"Copyright © The Authors & NZSAP.
This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License. (With the exceptions noted in http://researcharchive.lincoln.ac.nz/page/rights, this metadata is available under a Creative Commons Zero license.)",1,cc_by_nc_nd
"Copyright © The Authors. Creative Commons Attribution-NonCommercial-NoDerivatives 4.0
International License. (With the exceptions noted in http://researcharchive.lincoln.ac.nz/page/rights, this metadata is available under a Creative Commons Zero license.)",1,cc_by_nc_nd
"Copyright: © 2017 Joseph, Smitheram, Cleveland, Stephen, & Fisher. Copyright for this article is retained by the authors, with first publication rights granted to the International Journal of Design. All journal content, except where otherwise noted, is licensed under a Creative Commons Attribution-NonCommercial-NoDerivs 2.5 License. By virtue of their appearance in this open-access journal, articles are free to use, with proper attribution, in educational and other non-commercial settings.",1,cc_by_nc_nd
"Creative Commons Attribution Non-Commercial No Derivatives License
https://creativecommons.org/licenses/by-nc-nd/3.0/nz/",1,cc_by_nc_nd
Creative Commons Attribution Non-Commercial No Derivatives License 4.0,1,cc_by_nc_nd
Creative Commons Attribution Non-Commercial No Derivatives License after embargo (48 months after publication),1,cc_by_nc_nd
Creative Commons Attribution-Non Commercial-No Deriv 2.5 License.,1,cc_by_nc_nd
Creative Commons Attribution-Non-Commercial-NoDerivs 3.0 Unported license,1,cc_by_nc_nd
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License.,1,cc_by_nc_nd
Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License.,1,cc_by_nc_nd
